shd,f1
47,0.4470588235294118
49,0.3950617283950617
38,0.5
39,0.5185185185185185
49,0.36363636363636365
59,0.2891566265060241
0,1.0
63,0.18181818181818182
45,0.4578313253012048
47,0.40506329113924044
