shd,f1
124,0.30337078651685395
126,0.015625
135,0.014598540145985401
128,0.015384615384615385
129,0.015267175572519085
129,0.015267175572519085
124,0.28735632183908044
125,0.015748031496062995
122,0.3068181818181818
115,0.303030303030303
