shd,f1
138,0.0
233,0.04897959183673469
138,0.0
138,0.0
185,0.32234432234432236
156,0.43478260869565216
138,0.0
138,0.0
211,0.2271062271062271
138,0.0
138,0.0
140,0.4927536231884058
54,0.8043478260869565
138,0.0
133,0.5232974910394266
138,0.0
138,0.0
138,0.0
138,0.0
138,0.0
